"ListingKey","ListingNumber","ListingCreationDate","CreditGrade","Term","LoanStatus","ClosedDate","BorrowerAPR","BorrowerRate","LenderYield","EstimatedEffectiveYield","EstimatedLoss","EstimatedReturn","ProsperRating..numeric.","ProsperRating..Alpha.","ProsperScore","ListingCategory..numeric.","BorrowerState","Occupation","EmploymentStatus","EmploymentStatusDuration","IsBorrowerHomeowner","CurrentlyInGroup","GroupKey","DateCreditPulled","CreditScoreRangeLower","CreditScoreRangeUpper","FirstRecordedCreditLine","CurrentCreditLines","OpenCreditLines","TotalCreditLinespast7years","OpenRevolvingAccounts","OpenRevolvingMonthlyPayment","InquiriesLast6Months","TotalInquiries","CurrentDelinquencies","AmountDelinquent","DelinquenciesLast7Years","PublicRecordsLast10Years","PublicRecordsLast12Months","RevolvingCreditBalance","BankcardUtilization","AvailableBankcardCredit","TotalTrades","TradesNeverDelinquent..percentage.","TradesOpenedLast6Months","DebtToIncomeRatio","IncomeRange","IncomeVerifiable","StatedMonthlyIncome","LoanKey","TotalProsperLoans","TotalProsperPaymentsBilled","OnTimeProsperPayments","ProsperPaymentsLessThanOneMonthLate","ProsperPaymentsOneMonthPlusLate","ProsperPrincipalBorrowed","ProsperPrincipalOutstanding","ScorexChangeAtTimeOfListing","LoanCurrentDaysDelinquent","LoanFirstDefaultedCycleNumber","LoanMonthsSinceOrigination","LoanNumber","LoanOriginalAmount","LoanOriginationDate","LoanOriginationQuarter","MemberKey","MonthlyLoanPayment","LP_CustomerPayments","LP_CustomerPrincipalPayments","LP_InterestandFees","LP_ServiceFees","LP_CollectionFees","LP_GrossPrincipalLoss","LP_NetPrincipalLoss","LP_NonPrincipalRecoverypayments","PercentFunded","Recommendations","InvestmentFromFriendsCount","InvestmentFromFriendsAmount","Investors"
"D1B33579584778191B43593",780069,"2013-05-15 06:10:16.707000000","",36,"Completed","2013-10-04 00:00:00",0.29537,0.2566,0.2466,0.2254,0.1175,0.1079,3,"D",3,1,"VA","Professional","Employed",17,"True","False","","2013-05-15 06:10:04",680,699,"2005-06-16 00:00:00",10,9,24,7,438,1,14,0,0,0,0,0,15304,0.92,801,23,1,0,0.21,"$75,000-99,999","True",6666.666667,"913C36829871322795EDA66",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,10,90758,15000,"2013-05-17 00:00:00","Q2 2013","5CA93578245841751517D5C",601.65,16425.91,15000,1425.91,-55.57,0,0,0,0,1,0,0,0,1
"AA3C347391111461572DB29",442779,"2010-01-15 10:57:35.180000000","",36,"Completed","2011-09-22 00:00:00",0.16157,0.14,0.13,0.0778,0.05,0.0778,5,"B",8,1,"VA","Analyst","Full-time",86,"True","False","","2010-01-11 11:10:53",720,739,"1997-09-15 00:00:00",11,10,31,6,298,2,8,0,0,0,0,0,8334,0.66,4166,26,0.88,1,0.33,"$75,000-99,999","True",6666.666667,"385B3578668098996403E43",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,50,40597,4000,"2010-01-27 00:00:00","Q1 2010","18483473863745606E13F50",136.71,4712.16,4000,712.16,-50.85,0,0,0,0,1,0,0,0,135
"895D3527381050515B0EB3F",528192,"2011-09-19 15:12:08.053000000","",36,"Completed","2013-01-07 00:00:00",0.25486,0.2205,0.2105,0.2056,0.085,0.1206,4,"C",5,2,"VA","Executive","Full-time",31,"True","False","","2011-09-19 15:12:05",660,679,"1991-02-22 00:00:00",22,20,68,17,799,2,9,0,0,0,0,0,25727,0.66,11845,47,1,4,0.21,"$100,000+","True",8750,"5ABD36313602234626A5EFA",2,50,50,0,0,5000,1634.12,20,0,NA,29,54392,5000,"2011-10-12 00:00:00","Q4 2011","1D3734324151705868650B3",191.08,6165.14,5000,1165.14,-52.85,0,0,0,0,1,0,0,0,28
"F4503541597349453006077",571378,"2012-03-23 13:01:29.983000000","",60,"Completed","2013-01-16 00:00:00",0.20358,0.1845,0.1745,0.1715,0.0565,0.115,5,"B",8,1,"VA","Professional","Employed",93,"False","False","","2012-03-23 13:01:28",720,739,"1995-07-21 00:00:00",2,2,7,2,222,2,5,0,0,0,0,0,9380,0.62,5520,7,1,0,0.04,"$100,000+","True",9166.666667,"DF1136475710410199A0765",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,24,62593,5000,"2012-03-27 00:00:00","Q1 2012","82A63513246605021C2E729",128.19,5540.54,5000,540.54,-29.28,0,0,0,0,1,0,0,0,76
"0249352300667378062CA5A",519646,"2011-08-04 04:53:28.520000000","",36,"Completed","2012-07-18 00:00:00",0.08331,0.0799,0.0699,0.0699,0.01,0.0599,7,"AA",10,1,"VA","Analyst","Employed",29,"True","False","","2011-08-04 04:53:25",800,819,"1991-05-09 00:00:00",12,11,28,10,312,0,3,0,0,0,0,0,9393,0.2,35810,25,1,1,0.11,"$50,000-74,999","True",5000,"E9CA3627526782993D887DF",1,11,11,0,0,3700,2678.34,-4,0,NA,31,52111,4000,"2011-08-09 00:00:00","Q3 2011","F9233490626569933C4597B",125.33,4262.2,4000,262.2,-32.81,0,0,0,0,1,0,0,0,84
"02B0350930163971543ACD3",495236,"2011-02-22 07:57:33.190000000","",36,"Completed","2014-02-07 00:00:00",0.2951,0.2599,0.2499,0.2437,0.108,0.1357,3,"D",5,3,"VA","Computer Programmer","Self-employed",72,"True","False","","2011-02-22 07:57:24",800,819,"1989-11-13 00:00:00",9,9,37,5,671,1,3,0,0,0,0,0,12254,0.26,25586,35,1,0,NA,"$100,000+","False",9166.666667,"8E1A3612724389078468C2E",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,37,47494,4500,"2011-02-28 00:00:00","Q1 2011","06DD3508436061242F874B6",0,6573.67,4500,2073.67,-76.6,-44.12,0,0,0,1,0,0,0,61
"1AB4347974000510260B454",451413,"2010-03-23 17:09:41.233000000","",36,"Completed","2012-10-12 00:00:00",0.24695,0.2089,0.1989,0.1293,0.065,0.1293,4,"C",10,1,"VA","Executive","Full-time",64,"True","False","","2010-03-11 17:03:55",660,679,"1983-10-05 00:00:00",24,19,52,13,1108,1,12,0,0,9,1,0,44670,0.98,666,46,0.86,1,0.21,"$100,000+","True",14997.916667,"9C0B3584694363068AF153A",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,48,41632,1000,"2010-03-31 00:00:00","Q1 2010","43BB34727910600018F1174",37.62,1339.2,999.58,339.62,-16.25,0,0,0,0,1,0,0,0,16
"F9043560801529991FCC773",661559,"2012-10-29 10:51:20.273000000","",36,"Completed","2013-06-18 00:00:00",0.35797,0.3177,0.3077,0.2799,0.1675,0.1124,1,"HR",4,1,"VA","Professional","Employed",21,"False","False","","2012-10-29 10:51:14",660,679,"2001-06-26 00:00:00",12,10,15,8,180,2,6,0,0,11,0,0,2597,0.87,368,14,1,3,0.15,"$25,000-49,999","True",4070,"32CE366469967468860F1DE",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,16,77121,4000,"2012-11-02 00:00:00","Q4 2012","FB2F3549560390048949E5D",173.71,4721.52,3999.99,721.53,-22.73,0,0,0,0,1,0,0,0,56
"BCD73558877955426BC6666",651111,"2012-10-08 10:21:53.743000000","",36,"Completed","2014-01-15 00:00:00",0.12528,0.0974,0.0874,0.0849,0.0249,0.06,6,"A",8,15,"VA","Professional","Employed",403,"True","False","","2012-10-08 10:21:51",700,719,"1984-01-10 00:00:00",19,16,48,9,693,0,2,0,0,0,0,0,32045,0.94,1574,42,1,1,0.16,"$100,000+","True",17250,"4D713664615343032587430",1,6,6,0,0,15000,11903.01,-22,0,NA,17,76239,7500,"2012-10-19 00:00:00","Q4 2012","C54B3541556088095830626",241.09,8249.83,7500,749.83,-76.99,0,0,0,0,1,0,0,0,106
"46AF35732922253023A11C7",727083,"2013-03-12 07:20:23.450000000","",60,"Completed","2013-06-28 00:00:00",0.24282,0.2179,0.2079,0.1932,0.0799,0.1133,4,"C",5,3,"VA","Computer Programmer","Employed",114,"True","False","","2013-03-12 07:20:21",720,739,"1998-10-01 00:00:00",11,11,21,5,593,2,4,0,0,0,0,0,106398,0.87,5970,19,1,1,0.12,"$100,000+","True",10416.666667,"124336767395227002E5619",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,12,86486,15000,"2013-03-15 00:00:00","Q1 2013","B7D83572329649432AA92F5",412.49,15929.37,15000,929.37,-42.65,0,0,0,0,1,0,0,0,153
"FE7B35052696621916A29B1",490627,"2011-01-14 18:19:32.430000000","",60,"Completed","2013-04-17 00:00:00",0.14657,0.1329,0.1229,0.1225,0.026,0.0965,6,"A",9,1,"VA","Computer Programmer","Employed",54,"True","True","B2EA3385594445913D80BAE","2011-09-12 15:28:16",760,779,"1999-09-20 00:00:00",14,12,29,9,1056,0,0,0,0,0,0,0,28557,0.61,17167,26,1,0,0.19,"$100,000+","True",10250,"1CE036313878736657BA3B5",1,35,35,0,0,25000,0.01,92,0,NA,30,53693,20000,"2011-09-27 00:00:00","Q3 2011","F58B3365801819344640B67",458.04,23623.21,20000,3623.21,-272.62,0,0,0,0,1,1,0,0,242
"B41B3472609380747142360",440664,"2010-01-02 07:09:42.337000000","",36,"Completed","2012-10-30 00:00:00",0.09794,0.0945,0.0845,0.0695,0.015,0.0695,7,"AA",8,3,"VA","Analyst","Full-time",92,"True","True","C48E3419578591276DB6752","2010-01-02 06:54:14",860,879,"1983-07-01 00:00:00",18,15,48,11,439,1,4,0,0,0,0,0,14278,0.14,52439,48,1,0,0.29,"$100,000+","True",8500,"816E3578185753580C0ECED",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,50,40405,15000,"2010-01-13 00:00:00","Q1 2010","A0713408599749194DBE3B2",480.14,17148.91,15000,2148.91,-226.59,0,0,0,0,1,0,0,0,564
"BAE4348919871624932AEBF",467905,"2010-07-23 07:09:23.173000000","",36,"Completed","2012-05-02 00:00:00",0.2325,0.21,0.2,0.0952,0.1,0.0952,3,"D",7,1,"VA","Professional","Full-time",67,"False","False","","2010-07-13 07:51:31",700,719,"2000-09-20 00:00:00",8,7,31,5,200,2,10,0,0,0,0,0,3888,0.88,512,14,0.78,0,0.2,"$50,000-74,999","True",5041.666667,"C81C3593784728849D7DDF8",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,43,43753,3000,"2010-08-02 00:00:00","Q3 2010","79F134280454432656CFD46",113.03,3853.13,3000,853.13,-40.62,0,0,0,0,1,0,0,0,202
"BB973429230148487C0E3B5",383689,"2008-08-16 09:21:57.010000000","E",36,"Completed","2011-03-29 00:00:00",0.22237,0.2,0.19,NA,NA,NA,NA,"",NA,6,"VA","Military Enlisted","Full-time",168,"False","False","","2008-08-16 09:21:07.210000000",580,599,"1999-09-04 00:00:00",4,3,13,3,233,1,3,0,0,1,0,0,8098,0.86,55,9,0.7,0,0.28,"$25,000-49,999","True",2750,"62413430167228142F40344",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,67,35939,1000,"2008-08-26 00:00:00","Q3 2008","3DA4342908485050267B0E6",37.16,1326.5,1000.01,326.49,-15.57,0,0,0,0,1,0,0,0,52
"172D34118852570352DF62C",273410,"2008-01-29 21:04:30.497000000","A",36,"Completed","2008-06-10 00:00:00",0.1085,0.0946,0.0846,NA,NA,NA,NA,"",NA,4,"VA","Military Enlisted","Full-time",197,"True","False","","2008-01-29 21:03:06.120000000",740,759,"1993-11-01 00:00:00",28,23,67,16,210,6,14,0,0,0,0,0,11816,0.09,114084,67,1,5,0.2,"$50,000-74,999","True",5000,"7FBA3412642879419483F02",1,2,1,1,0,1000,0,-40,0,NA,73,27124,2000,"2008-02-05 00:00:00","Q1 2008","B880339075251382210BECB",64.03,2046.82,2000,46.82,-4.93,0,0,0,0,1,0,0,0,51
"5C6A34186602388385E0C09",311731,"2008-04-16 07:43:26.263000000","AA",36,"Completed","2008-09-25 00:00:00",0.05622,0.0495,0.0395,NA,NA,NA,NA,"",NA,4,"VA","Computer Programmer","Full-time",15,"True","True","629C3364714133646F57EE6","2008-04-16 07:35:02.787000000",820,839,"1998-12-30 00:00:00",16,16,28,8,46,0,5,0,0,0,0,0,4705,0.07,54895,24,1,0,0.2,"$50,000-74,999","True",6083.333333,"22B634183093573352D34C3",1,13,13,0,0,18000,11145.85,0,0,NA,71,29933,5000,"2008-04-22 00:00:00","Q2 2008","84D13382642993271DFF23B",149.74,5100.1,5000,100.1,-20.23,0,0,0,0,1,3,1,550,130
"497D3563781294713A8B442",679118,"2012-11-29 11:55:16.870000000","",36,"Completed","2013-08-01 00:00:00",0.13138,0.1034,0.0934,0.0905,0.0274,0.0631,6,"A",8,15,"VA","Professional","Employed",75,"True","False","","2012-11-29 11:55:12",720,739,"1996-02-10 00:00:00",9,8,35,6,133,0,7,0,0,26,1,0,574,0.1,3851,30,0.8,2,0.17,"$100,000+","True",9426.666667,"1E1E3669234731832C8DA09",1,18,18,0,0,6500,626.57,19,0,NA,15,79403,17000,"2012-12-14 00:00:00","Q4 2012","A42834070547863214E4A8D",551.26,17918.58,17000,918.58,-88.84,0,0,0,0,1,0,0,0,268
"BC313530873330195D75D83",539215,"2011-11-15 11:57:11.260000000","",36,"Completed","2013-08-19 00:00:00",0.16392,0.1354,0.1254,0.125,0.038,0.087,6,"A",9,1,"VA","Doctor","Employed",49,"True","False","","2011-10-28 10:51:57",740,759,"1994-04-22 00:00:00",8,8,50,6,535,0,2,0,0,0,0,0,36097,0.84,6990,37,0.97,0,0.12,"$100,000+","True",15416.666667,"93F136347269810061CCF00",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,28,56449,25000,"2011-11-22 00:00:00","Q4 2011","7C6D3529872879585849341",848.87,29468.29,25000,4468.29,-329.98,0,0,0,0,1,0,0,0,372
"8E24355544741157426D479",624536,"2012-08-15 07:50:47.930000000","",36,"Completed","2014-01-27 00:00:00",0.09232,0.0789,0.0689,0.0689,0.0124,0.0565,7,"AA",9,1,"VA","Professional","Employed",9,"True","False","","2012-08-15 07:50:44",740,759,"1994-01-28 00:00:00",10,9,29,5,957,0,3,0,0,0,0,0,40632,0.7,17078,25,0.96,0,0.22,"$100,000+","True",10416.666667,"3B0336600649671422D6C6F",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19,73141,17300,"2012-08-28 00:00:00","Q3 2012","9C26355418714379611C4AC",541.24,18838.82,17300,1538.82,-195.04,0,0,0,0,1,0,0,0,169
"B6AF34008067075625BA71C",206115,"2007-09-24 12:11:48.180000000","AA",36,"Completed","2009-03-18 00:00:00",0.08674,0.0799,0.0749,NA,NA,NA,NA,"",NA,0,"VA","Analyst","Full-time",41,"True","False","","2007-09-18 07:46:12.463000000",760,779,"2001-10-30 00:00:00",15,13,23,11,1121,1,6,0,0,0,0,0,126444,0.75,40306,20,1,1,0.14,"$75,000-99,999","True",6750,"23503402178666191949906",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,77,19978,3000,"2007-10-04 00:00:00","Q4 2007","C4B93388571511444176483",94,3260.96,3000,260.96,-16.32,0,0,0,0,1,0,0,0,82
"03F03521489482693FBEC6F",518391,"2011-07-26 10:02:43.187000000","",36,"Completed","2012-04-25 00:00:00",0.34621,0.3099,0.2999,0.2861,0.13,0.1561,2,"E",2,2,"VA","Professional","Employed",35,"True","False","","2011-07-26 10:02:39",660,679,"1992-05-01 00:00:00",17,14,55,11,370,8,17,0,0,0,0,0,13829,0.82,1284,54,1,2,0.21,"$100,000+","True",8750,"2AB33624726593075F20F80",1,16,16,0,0,1500,941.63,-21,0,NA,32,51779,6000,"2011-07-29 00:00:00","Q3 2011","2CDF3478444091188DD1877",257.97,7282.98,6000,1282.98,-41.4,0,0,0,0,1,0,0,0,6
"A45D3514999720442F0D48E",504136,"2011-04-27 04:32:35.277000000","",12,"Completed","2012-08-01 00:00:00",0.20857,0.1499,0.1399,0.1375,0.0595,0.078,5,"B",9,2,"VA","Professional","Employed",76,"True","False","","2011-08-09 20:05:41",720,739,"1998-06-24 00:00:00",9,8,20,6,292,0,1,0,0,2,1,0,8824,0.42,11776,16,0.93,0,0.15,"$100,000+","True",11166.666667,"21493627004580572CAF9AC",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31,52456,5000,"2011-08-23 00:00:00","Q3 2011","F2113379774294217175BF3",451.27,5412.64,5000,412.64,-27.53,0,0,0,0,1,0,0,0,72
"B8693538264102380046A17",555844,"2012-02-01 13:19:48.400000000","",36,"Completed","2012-08-08 00:00:00",0.06587,0.0625,0.0525,0.0525,0.01,0.0425,7,"AA",10,2,"VA","Computer Programmer","Employed",220,"True","False","","2012-02-01 13:19:46",840,859,"1989-05-22 00:00:00",4,4,19,3,34,0,2,0,0,0,0,0,1924,0.1,17076,19,1,0,0.05,"$100,000+","True",9333.333333,"5D5636413456066931F802D",1,1,1,0,0,1000,0,-3,0,NA,25,59926,4000,"2012-02-03 00:00:00","Q1 2012","3C423393667945932D0E37A",122.14,4108.59,3999.51,109.08,-17.44,0,0,0,0,1,0,0,0,78
"2BAF3506522419165F3E946",492715,"2011-02-04 09:42:18.190000000","",60,"Defaulted","2013-07-11 00:00:00",0.18915,0.1749,0.1649,0.162,0.0595,0.1025,5,"B",8,1,"VA","Professional","Employed",57,"True","False","","2011-02-04 09:42:06",780,799,"1989-08-01 00:00:00",15,15,39,10,1384,0,0,1,192,0,0,0,132279,0.76,38702,34,0.97,0,0.23,"$100,000+","True",11333.333333,"AEBE3611324702888EA9885",NA,NA,NA,NA,NA,NA,NA,NA,121,29,37,47025,15000,"2011-02-11 00:00:00","Q1 2011","EE0D3507567027375BEFEB3",376.75,9042,4504.51,4537.49,-332.47,-1241.58,10495.49,7264.84,1352.81,1,0,0,0,365
"06853424068809585F4C0E1",352588,"2008-06-18 09:12:46.763000000","E",36,"Completed","2011-03-08 00:00:00",0.36438,0.34,0.33,NA,NA,NA,NA,"",NA,4,"VA","Engineer - Electrical","Full-time",362,"True","False","","2008-06-11 09:01:50.320000000",560,579,"1997-11-29 00:00:00",13,13,35,10,407,8,44,1,2750,0,1,0,9906,0.94,972,32,0.78,0,0.14,"$50,000-74,999","True",5833.333333,"C7A53423885135092A1398A",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,69,33387,1200,"2008-06-26 00:00:00","Q2 2008","202133871684575530B9770",53.61,1918.39,1199.98,718.41,-21.14,0,0,0,0,1,0,0,0,19
"D8B435226371064172324F1",518593,"2011-07-28 14:20:33.947000000","",36,"Completed","2013-05-07 00:00:00",0.30532,0.2699,0.2599,0.2534,0.112,0.1414,3,"D",5,1,"VA","Analyst","Employed",245,"True","False","","2011-07-28 14:20:29",740,759,"1991-10-01 00:00:00",6,5,24,5,1674,3,3,0,0,0,0,0,56364,0.99,549,23,1,0,0.23,"$100,000+","True",13750,"F7E236268971421350BB0FF",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31,52180,15000,"2011-08-12 00:00:00","Q3 2011","9F193522094451900C5671F",612.3,20562.39,15000,5562.39,-206.09,0,0,0,0,1,0,0,0,60
"CC5E3545680174670022908",581972,"2012-04-24 11:30:25.987000000","",60,"Completed","2012-07-31 00:00:00",0.13084,0.1085,0.0985,0.0984,0.01,0.0884,7,"AA",10,3,"VA","Analyst","Employed",33,"True","False","","2012-04-24 11:30:23",800,819,"1990-05-11 00:00:00",9,8,14,7,776,0,1,0,0,0,0,0,24936,0.11,76110,14,1,2,0.21,"$75,000-99,999","True",6250,"8D8C364964180561174E709",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,23,64854,25000,"2012-04-30 00:00:00","Q2 2012","B2DD3378462032073D7C562",541.69,25409.11,25000,409.11,-37.71,0,0,0,0,1,0,0,0,537
"45193487831360430CAFC8F",465178,"2010-07-06 07:41:12.440000000","",36,"Defaulted","2011-12-07 00:00:00",0.2173,0.195,0.185,0.1157,0.065,0.1157,4,"C",10,1,"VA","Professional","Full-time",27,"True","False","","2010-07-05 21:01:27",680,699,"1995-08-01 00:00:00",13,11,32,7,689,0,2,0,0,0,0,0,38778,0.81,8567,31,0.87,0,0.37,"$50,000-74,999","True",4708.333333,"80713594462795965082E82",NA,NA,NA,NA,NA,NA,NA,NA,77,NA,44,43624,2000,"2010-07-22 00:00:00","Q3 2010","47EC3488587466438066D0F",73.82,1033.48,642.07,391.41,-20.08,0,0,0,0,1,0,0,0,96
"C4AF34657419332834E08D1",429934,"2009-10-23 08:13:10.677000000","",36,"Completed","2012-11-03 00:00:00",0.18191,0.1549,0.1449,0.0767,0.065,0.0767,4,"C",10,6,"VA","Analyst","Full-time",120,"True","False","","2009-10-15 12:46:12",640,659,"1992-09-21 00:00:00",19,19,41,15,1631,0,0,0,0,0,0,0,84083,0.94,2959,25,1,0,0.47,"$50,000-74,999","True",5000,"9C833571056456487607C18",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,52,39223,1350,"2009-11-03 00:00:00","Q4 2009","653E3466516998917F01C4A",47.12,1696.09,1350,346.09,-22.34,0,0,0,0,1,0,0,0,102
"13B334184309673649892D5",305252,"2008-04-06 15:40:07.523000000","C",36,"Completed","2010-02-05 00:00:00",0.12562,0.1045,0.0945,NA,NA,NA,NA,"",NA,4,"VA","Professional","Full-time",136,"True","False","","2008-04-06 15:13:25.110000000",660,679,"1999-08-21 00:00:00",12,10,33,6,351,0,8,2,15175,15,0,0,7728,0.59,5328,30,0.73,1,0.12,"$100,000+","True",12500,"19DE3418108040990AE05B8",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,71,29738,3000,"2008-04-16 00:00:00","Q2 2008","0C573398771881277CFA324",97.44,3310.48,3000,310.48,-29.71,0,0,0,0,1,0,0,0,58
"552A350744475206127883C",492844,"2011-02-06 05:08:51.253000000","",36,"Completed","2013-10-02 00:00:00",0.30532,0.2699,0.2599,0.2534,0.108,0.1454,3,"D",7,2,"VA","Military Enlisted","Employed",149,"True","False","","2011-02-06 05:08:43",720,739,"1999-03-01 00:00:00",7,6,20,5,200,0,0,1,0,3,0,0,5618,0.79,1217,20,0.8,2,0.2,"$50,000-74,999","True",5318.833333,"B7EE361201234125770E81F",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,37,47110,7000,"2011-02-14 00:00:00","Q1 2011","9BF93506074694516823CEA",285.74,10203.95,7000,3203.95,-118.7,0,0,0,0,1,0,0,0,144
"BFB335758626620678D88C4",758381,"2013-04-22 16:18:04.143000000","",60,"Completed","2013-12-16 00:00:00",0.09959,0.0779,0.0679,0.0666,0.0149,0.0517,7,"AA",10,1,"VA","Analyst","Employed",38,"False","False","","2013-04-08 19:07:49",740,759,"1975-10-01 00:00:00",7,7,42,10,696,0,3,1,0,4,0,0,36904,0.56,27908,41,0.95,0,0.1,"$100,000+","True",11588.333333,"1ACC36819090317660932DD",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,10,89268,3000,"2013-05-03 00:00:00","Q2 2013","A365357455642915305DC2F",60.53,3138.67,3000,138.67,-17.8,0,0,0,0,1,0,0,0,49
"460534279704127602F016C",375516,"2008-07-30 12:57:31.497000000","C",36,"Completed","2009-10-13 00:00:00",0.12866,0.1075,0.0975,NA,NA,NA,NA,"",NA,1,"VA","Professional","Full-time",69,"False","False","","2008-07-30 12:41:24.667000000",660,679,"1998-06-25 00:00:00",13,11,34,11,440,1,7,0,0,0,0,0,24949,0.79,6431,26,0.96,1,0.15,"$50,000-74,999","True",4281.25,"57F03428678124184BD04E6",1,9,9,0,0,1100,0,0,0,NA,67,35258,5000,"2008-08-11 00:00:00","Q3 2008","4B763390718337219A571F3",163.1,5529.28,5000,529.28,-49.24,0,0,0,0,1,0,0,0,227
"9E5735449347030176446C3",583882,"2012-04-29 10:16:05.923000000","",60,"Completed","2013-08-27 00:00:00",0.17849,0.1551,0.1451,0.1445,0.033,0.1115,6,"A",8,1,"VA","Analyst","Employed",179,"True","False","","2012-04-29 10:16:01",780,799,"1995-05-01 00:00:00",17,14,51,12,1998,1,3,0,0,0,0,0,49100,0.61,29522,41,1,2,0.22,"$100,000+","True",13083.333333,"990E36490602491076C0408",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,22,65262,6000,"2012-05-04 00:00:00","Q2 2012","E1353545045740933757F81",144.35,7117.58,6000,1117.58,-72.06,0,0,0,0,1,0,0,0,114
"9F1D3423074206047AD5550",343048,"2008-06-02 13:05:18.213000000","AA",36,"Completed","2009-12-08 00:00:00",0.10582,0.0989,0.0889,NA,NA,NA,NA,"",NA,1,"VA","Computer Programmer","Full-time",101,"True","False","","2008-05-29 14:32:08.983000000",780,799,"1990-09-26 00:00:00",6,4,23,3,103,0,5,0,0,0,0,0,3465,0.22,11935,21,1,0,0.09,"$100,000+","True",9125,"C03734241813800735CCAC7",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,69,32596,18000,"2008-06-10 00:00:00","Q2 2008","30DD337806560627247B95F",579.88,19403.37,18000,1403.37,-141.9,0,0,0,0,1,1,0,0,550
"8FA333794329051933E65A4",89211,"2007-01-26 12:20:00.740000000","AA",36,"Defaulted","2009-10-31 00:00:00",0.11696,0.11,0.105,NA,NA,NA,NA,"",NA,0,"VA","Computer Programmer","Not available",NA,"True","True","","2007-01-26 12:10:08.123000000",780,799,"1993-04-19 00:00:00",NA,NA,33,7,1001,5,28,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0.21,"Not displayed","True",6250,"BF013380105062797286D28",NA,NA,NA,NA,NA,NA,NA,NA,608,33,86,6989,10000,"2007-01-30 00:00:00","Q1 2007","D03C3379882754557C37549",327.39,9166.92,7486.95,1679.97,-76.36,0,2513.05,2513.05,0,1,0,0,0,76
"C06B3468541822296BBCC29",432845,"2009-11-10 21:58:28.840000000","",36,"Completed","2012-11-14 00:00:00",0.33393,0.31,0.3,0.1392,0.147,0.1392,2,"E",9,1,"VA","Professional","Full-time",24,"False","True","B0473364376920128370B13","2009-11-05 11:06:21",620,639,"1997-08-02 00:00:00",9,9,16,7,308,0,8,0,0,0,0,0,11231,0.74,3322,12,0.83,1,0.36,"$1-24,999","True",2007.166667,"AEF23571779061957136BD0",1,21,20,1,0,2000,965.44,-13,0,NA,52,39582,2500,"2009-11-23 00:00:00","Q4 2009","F5DB3410923872444DB45D4",107.5,3867.03,2500.01,1367.02,-44.12,0,0,0,0,1,0,0,0,58
"15093551221536475A273C9",610949,"2012-07-12 07:02:27.330000000","",36,"Completed","2012-09-06 00:00:00",0.24758,0.2099,0.1999,0.1952,0.089,0.1062,4,"C",6,3,"VA","Professional","Self-employed",54,"False","False","","2012-07-12 07:02:14",720,739,"2002-03-06 00:00:00",7,7,19,8,386,0,0,0,0,3,0,0,2533,0.1,10823,17,0.64,1,NA,"$25,000-49,999","False",2500,"5DF436564303949147EAFC7",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,20,70494,3000,"2012-07-18 00:00:00","Q3 2012","DE1E35530052121236E4496",113.01,3085.61,3000,85.61,-4.08,0,0,0,0,1,0,0,0,8
"CC5B356065999795897ABEF",658001,"2012-10-22 13:40:50.023000000","",60,"Completed","2013-08-12 00:00:00",0.23277,0.2081,0.1981,0.1863,0.0624,0.1239,4,"C",4,6,"VA","Engineer - Electrical","Employed",38,"True","False","","2012-10-22 13:40:48",680,699,"2008-12-08 00:00:00",10,10,12,5,227,3,8,0,0,0,0,0,4380,0.92,329,12,1,0,0.22,"$75,000-99,999","True",7291.666667,"44D13665857496728DE828F",1,9,9,0,0,5500,4483.17,9,0,NA,17,76924,12000,"2012-10-29 00:00:00","Q4 2012","FEF435350373453641F5126",323.36,13879.94,12000,1879.94,-90.34,0,0,0,0,1,0,0,0,99
